web-scraper-order	web-scraper-start-url	问题名字	提问时间	提出的问题	提出的问题-href	name	answer
1574231426-248	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Can report.ci be helpful?	"#2793
            opened on 6 Jun by
            escherstair"	Can report.ci be helpful?	https://github.com/open62541/open62541/issues/2793		I think you're right.
1574231800-429	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	OPC UA Pub/Sub over MQTT	"#2865
            opened on 3 Jul by
            canadyre"	OPC UA Pub/Sub over MQTT	https://github.com/open62541/open62541/issues/2865		"Hi @rudoq32,

I'm not familiar with MS VC. I hope I'll be helpful even if I've worked on Ubuntu. When you compile the project you don't need only UA_BUILD_EXAMPLES but also the advanced options: UA_ENABLE_PUBSUB ON, UA_ENABLE_PUBSUB_ETH_UADP ON, etc. Including UA_ENABLE_PUBSUB_MQTT which enables the MQTT feature. Check if these options are all enabled and check that in the CmakeLists.txt in the folder examples contains this:

if(UA_ENABLE_PUBSUB_MQTT)

add_example(tutorial_pubsub_mqtt pubsub/tutorial_pubsub_mqtt.c)

endif()

Finally check also that UA_ENABLE_JSON_ENCODING is enabled for JSON encoding. After all these checks it should work. Let me know if you have any problems.
Regards,
Sohail"
1574231567-350	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Access control over endpoints	"#2829
            opened on 18 Jun by
            SebsSa"	Access control over endpoints	https://github.com/open62541/open62541/issues/2829	SebsSa	
1574231283-195	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Subscriber implementation not subscribing to timestamp?	"#2771
            opened on 29 May by
            theresa95"	Subscriber implementation not subscribing to timestamp?	https://github.com/open62541/open62541/issues/2771	johndzilva	
1574231914-509	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	Generated custom data-types inside a method call	"#2920
            opened on 24 Jul by
            starki93"	Generated custom data-types inside a method call	https://github.com/open62541/open62541/issues/2920		"Now i set value-rank to scalar and modified the callback to:
    UA_ToolState *p = (UA_ToolState *)input[0].data;
    printf(""din:%d dout:%d aout:%d\n"", p->din, p->dout, p->aout);
The output i get is:
din:0 dout:15027 aout:0

But all inputs are set to ""1""."
1574231880-450	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	Event-based Subscriber OPCUA pubsub	"#2890
            opened on 17 Jul by
            canadyre"	Event-based Subscriber OPCUA pubsub	https://github.com/open62541/open62541/issues/2890	sohailmushtaq	
1574231533-345	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Problem when using multiple DataSetReader	"#2817
            opened on 14 Jun by
            Fischer-Thomas"	Problem when using multiple DataSetReader	https://github.com/open62541/open62541/issues/2817		"Hi @Fischer-Thomas,

We have addressed this issue in PR #2944.

The same has been merged to the master.
Regards

opcua-tsn-team-kalycito"
1574231800-415	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	OPC UA Pub/Sub over MQTT	"#2865
            opened on 3 Jul by
            canadyre"	OPC UA Pub/Sub over MQTT	https://github.com/open62541/open62541/issues/2865	rudoq32	
1574231880-457	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	Event-based Subscriber OPCUA pubsub	"#2890
            opened on 17 Jul by
            canadyre"	Event-based Subscriber OPCUA pubsub	https://github.com/open62541/open62541/issues/2890		"Hi @canadyre,

I have a question for pubsub over Rasberry Pi. Does the library work well? Do you try UDP and MQTT on Rasberry?

Thanks!"
1574231834-445	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	Server does not persist the NodeId of a Node	"#2873
            opened on 9 Jul by
            GeorgeSellner"	Server does not persist the NodeId of a Node	https://github.com/open62541/open62541/issues/2873		"Any progress on this?

Related questions:

Can I change the nodeid of a node at runtime?
Can I set the nodeid of an automatically instantiated child node? … (Obviously) only relevant for nodes created from objecttypes or variabletypes, e.g. refer to tutorial_server_object.c"
1574231770-406	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	Need for better TCP and mDNS interface selection	"#2864
            opened on 2 Jul by
            Pro"	Need for better TCP and mDNS interface selection	https://github.com/open62541/open62541/issues/2864		"I would like to get the PR merged before making further changes.

I'm currently working on fixing some last issues on windows.
Changing the code to make specifying an interface possible should be pretty straightforward, as we only need to change the function that creates the socket."
1574231880-452	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	Event-based Subscriber OPCUA pubsub	"#2890
            opened on 17 Jul by
            canadyre"	Event-based Subscriber OPCUA pubsub	https://github.com/open62541/open62541/issues/2890	canadyre	
1574231409-239	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Processing the message failed with error BadOutOfMemory	"#2792
            opened on 5 Jun by
            MarineKing5248"	Processing the message failed with error BadOutOfMemory	https://github.com/open62541/open62541/issues/2792	MarineKing5248	
1574231460-252	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	"PubSub Publisher example, not setting the DataSetMetaData"	"#2800
            opened on 8 Jun by
            cpipero"	"PubSub Publisher example, not setting the DataSetMetaData"	https://github.com/open62541/open62541/issues/2800	jpfr	
1574231477-279	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Dependencies between CustomDataTypes in different UA_DataTypeArray not supported	"#2808
            opened on 12 Jun by
            TorbenD"	Dependencies between CustomDataTypes in different UA_DataTypeArray not supported	https://github.com/open62541/open62541/issues/2808	TorbenD	
1574231800-435	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	OPC UA Pub/Sub over MQTT	"#2865
            opened on 3 Jul by
            canadyre"	OPC UA Pub/Sub over MQTT	https://github.com/open62541/open62541/issues/2865		"hi @sohailmushtaq ,

Did you receive my email?
Regards"
1574231460-262	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	"PubSub Publisher example, not setting the DataSetMetaData"	"#2800
            opened on 8 Jun by
            cpipero"	"PubSub Publisher example, not setting the DataSetMetaData"	https://github.com/open62541/open62541/issues/2800	cpipero	
1574231919-514	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	Semantic release numbers	"#2923
            opened on 25 Jul by
            jrcoding"	Semantic release numbers	https://github.com/open62541/open62541/issues/2923		"Maybe integrating https://github.com/semantic-release/semantic-release would be a good idea?

That would also reduce the overall effort for a release and we can release new versions just by pushing to the release branch or so.
Also nicely mentioned here:

https://github.com/dbrock/semver-howto#first-official-release-100"
1574231851-446	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	Browsing published nodes for node-id	"#2875
            opened on 9 Jul by
            dferrel71"	Browsing published nodes for node-id	https://github.com/open62541/open62541/issues/2875	johndzilva	
1574231533-333	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Problem when using multiple DataSetReader	"#2817
            opened on 14 Jun by
            Fischer-Thomas"	Problem when using multiple DataSetReader	https://github.com/open62541/open62541/issues/2817		
1574231516-308	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	How to create a certification and send this to server	"#2816
            opened on 14 Jun by
            AndyarcherReset"	How to create a certification and send this to server	https://github.com/open62541/open62541/issues/2816		"Right now, I'm working the other way around.

I want to generate a server and run it with Basic128Rsa15 and only allow a specific third party to use it. (UAExpert in my case)
That's why I'm not an expert, but maybe I can help you anyway.
Read this through for yourself:

#2637
and maybe use :

https://github.com/open62541/open62541/blob/master/tools/certs/create_self-signed.py  and

https://github.com/open62541/open62541/blob/master/examples/encryption/client_encryption.c"
1574231426-246	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Can report.ci be helpful?	"#2793
            opened on 6 Jun by
            escherstair"	Can report.ci be helpful?	https://github.com/open62541/open62541/issues/2793	escherstair	
1574231426-247	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Can report.ci be helpful?	"#2793
            opened on 6 Jun by
            escherstair"	Can report.ci be helpful?	https://github.com/open62541/open62541/issues/2793		"I personally like gui reporting tools. These help to understand what is going on.
Especially for out unit tests we would need some nicer output. Finding the error output in the currently over thousand lines is sometimes quite painful.
So yes, we could benefit from such a tool.

I looked through the supported unit test frameworks, but it seems that report.ci does not support the check framework (https://libcheck.github.io/check/) which we are using.
Correct?"
1574231800-409	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	OPC UA Pub/Sub over MQTT	"#2865
            opened on 3 Jul by
            canadyre"	OPC UA Pub/Sub over MQTT	https://github.com/open62541/open62541/issues/2865	sohailmushtaq	
1574231290-202	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Trying to read variable value periodically and asynchronously	"#2773
            opened on 29 May by
            tuxroger"	Trying to read variable value periodically and asynchronously	https://github.com/open62541/open62541/issues/2773	RavilN	
1574231494-297	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	NamespaceArray looks good but Namespaces object doesn't match it	"#2810
            opened on 12 Jun by
            cpipero"	NamespaceArray looks good but Namespaces object doesn't match it	https://github.com/open62541/open62541/issues/2810	jpfr	
1574231460-266	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	"PubSub Publisher example, not setting the DataSetMetaData"	"#2800
            opened on 8 Jun by
            cpipero"	"PubSub Publisher example, not setting the DataSetMetaData"	https://github.com/open62541/open62541/issues/2800		"Thank you @jpfr . We are getting closer.

I added the changes and yes, this improves things.
I now have to understand if there is anything I should add in my code.
Let me explain details (sorry for the lengthy description, but I hope it helps).
Adding the Fix
I added the changes in #2802 . That basically exposes the PublishedData information correctly and without me needing to change the code in the tutorial_pubsub_publish.c file (it basically just works, as I'd expect).
Here's a screenshot:

However, the DataSetMetaData property of the DataSet is not announced correctly (but at least is not null anymore).
In this screenshot you see the comparison between the .NET server and the tutorial_pubsub_publish, where the Fields array is empty where it should instead list the one DataField for the current time:


Additional Improvements Needed
This part of the PubSub information model is important because it gives the potential subscribers the needed info to map the DataSetWriter's fields.
Look at the .NET Sample Config UI that now can successfully navigate to the remote writer dataset (now it doesn' t crash). But if I want to configure the DataReader, I am missing the necessary metadata:


Possible Next Steps
I looked at the code in the  src/pubsub/ua_pubsub_ns0.c  (the file changed by #2802) and I can see that a lot happens in the onRead  handler:
When the client browses to the  PublishedData property (around line 136) the following code maps the data from the published variable to the PublishedData fields. That's why we can see that info correctly in the client:
[...]
case UA_NS0ID_PUBLISHEDDATAITEMSTYPE: {
            UA_PublishedDataSet *publishedDataSet = UA_PublishedDataSet_findPDSbyId(server, *myNodeId);
            if(!publishedDataSet)
                return;
            switch(nodeContext->elementClassiefier) {
                case UA_NS0ID_PUBLISHEDDATAITEMSTYPE_PUBLISHEDDATA: {
                    UA_PublishedVariableDataType *pvd = (UA_PublishedVariableDataType *)
                            UA_calloc(publishedDataSet->fieldSize, sizeof(UA_PublishedVariableDataType));
                    size_t counter = 0;
                    UA_DataSetField *field;
                    LIST_FOREACH(field, &publishedDataSet->fields, listEntry) {
                        pvd[counter].attributeId = UA_ATTRIBUTEID_VALUE;
                        pvd[counter].publishedVariable = field->config.field.variable.publishParameters.publishedVariable;
                        //UA_NodeId_copy(&field->config.field.variable.publishParameters.publishedVariable, &pvd[counter].publishedVariable);
                        counter++;
                    }
                    UA_Variant_setArray(&value, pvd, publishedDataSet->fieldSize,
                                        &UA_TYPES[UA_TYPES_PUBLISHEDVARIABLEDATATYPE]);
                    break;
                }
[...]
However, when the client requests the DataSetMeta data (hence switching the nodeContext->elementClassiefier (spelling ;-) to UA_NS0ID_PUBLISHEDDATAITEMSTYPE_DATASETMETADATA) the only thing that happens (I think) it's copying the PublishedData.DataSetMetaData attributes to the DataSetMetaData property value. But at that point nobody has set anything in the publishedDataSet->dataSetMetaData fields.
//publishedDataSet->dataSetMetaData is EMPTY at this point so nothing will happen
 case UA_NS0ID_PUBLISHEDDATAITEMSTYPE_DATASETMETADATA: {
                    UA_Variant_setScalarCopy(&value, &publishedDataSet->dataSetMetaData, &UA_TYPES[UA_TYPES_DATASETMETADATATYPE]);
                    break;
                }
I don't have time now to attempt to fix this, but I figured I write this and later I keep looking at it while someone might be seeing this and get some ideas.
Thank you again for the tremendous help."
